Player,Age,Team,G,GS,MP,FGA,FG_pct,FTA,TRB,AST,stocks,PTS,Value_Billions,Awards,n_awards_won,awards_0,awards_1,awards_2plus,avg_salary_millions,Age_22_26,Age_27_31,Age_32_34,Age_35_plus,Pos_PF,Pos_PG,Pos_SF,Pos_SG
Shai Gilgeous-Alexander,26.0,OKC,76.0,76.0,34.2,21.8,0.519,8.8,5.0,6.4,2.7,32.7,4.35,MVP-1DPOY-10CPOY-8ASNBA1,2,0,0,1,55.3591,1,0,0,0,0,1,0,0
Giannis Antetokounmpo,30.0,MIL,67.0,67.0,34.2,19.7,0.601,10.6,11.9,6.5,2.1,30.4,4.3,MVP-3DPOY-8ASNBA1,1,0,1,0,58.4566,0,1,0,0,1,0,0,0
Nikola Jokić,29.0,DEN,70.0,70.0,36.7,19.5,0.576,6.4,12.7,10.2,2.4,29.6,4.6,MVP-2CPOY-2ASNBA1,1,0,1,0,59.0331,0,1,0,0,0,0,0,0
Luka Dončić,25.0,2TM,50.0,50.0,35.4,20.5,0.45,7.9,8.2,7.7,2.2,28.2,,,0,1,0,0,51.8379,1,0,0,0,0,1,0,0
Anthony Edwards,23.0,MIN,79.0,79.0,36.3,20.4,0.447,6.3,5.7,4.5,1.8,27.6,3.6,MVP-7CPOY-3ASNBA2,1,0,1,0,50.6117,1,0,0,0,0,0,0,1
Jayson Tatum,26.0,BOS,72.0,72.0,36.4,20.3,0.452,6.1,8.7,6.0,1.6,26.8,6.7,MVP-4CPOY-10ASNBA1,1,0,1,0,62.7867,1,0,0,0,1,0,0,0
Kevin Durant,36.0,PHO,62.0,62.0,36.5,18.1,0.527,5.8,6.0,4.2,2.0,26.6,5.43,AS,0,1,0,0,54.7086,0,0,0,1,1,0,0,0
Tyrese Maxey,24.0,PHI,52.0,52.0,37.7,21.0,0.437,5.6,3.3,6.1,2.2,26.3,5.45,CPOY-10,0,1,0,0,42.1764,1,0,0,0,0,1,0,0
Cade Cunningham,23.0,DET,70.0,70.0,35.0,20.8,0.469,5.3,6.1,9.1,1.8,26.1,3.65,MVP-7ASNBA3,1,0,1,0,53.8172,1,0,0,0,0,1,0,0
Jalen Brunson,28.0,NYK,65.0,65.0,35.4,18.5,0.488,6.9,2.9,7.3,1.0,26.0,9.75,MVP-10CPOY-1ASNBA2,2,0,0,1,39.1373,0,1,0,0,0,1,0,0
Paolo Banchero,22.0,ORL,46.0,46.0,34.4,19.8,0.452,8.4,7.5,4.8,1.4,25.9,3.9,,0,1,0,0,40.251,1,0,0,0,1,0,0,0
Devin Booker,28.0,PHO,75.0,75.0,37.3,18.9,0.461,6.4,4.1,7.1,1.1,25.6,5.43,,0,1,0,0,60.8987,0,1,0,0,0,0,0,1
LaMelo Ball,23.0,CHO,47.0,47.0,32.0,21.3,0.405,4.9,4.9,7.4,1.4,25.2,3.8,,0,1,0,0,42.1764,1,0,0,0,0,1,0,0
Damian Lillard,34.0,MIL,58.0,58.0,36.1,17.1,0.448,6.8,4.7,7.1,1.4,24.9,4.3,AS,0,1,0,0,31.9111,0,0,1,0,0,1,0,0
Anthony Davis,31.0,2TM,51.0,51.0,33.5,17.8,0.516,7.2,11.6,3.5,3.4,24.7,,AS,0,1,0,0,58.4566,0,1,0,0,0,0,0,0
Kyrie Irving,32.0,DAL,50.0,50.0,36.1,18.9,0.473,4.3,4.8,4.6,1.8,24.7,5.1,CPOY-10AS,0,1,0,0,39.4913,0,0,1,0,0,0,0,1
Zion Williamson,24.0,NOP,30.0,30.0,28.6,16.9,0.567,8.0,7.2,5.3,2.1,24.6,3.55,,0,1,0,0,42.1665,1,0,0,0,1,0,0,0
Stephen Curry,36.0,GSW,70.0,70.0,32.2,18.0,0.448,4.3,4.4,6.0,1.5,24.5,11.0,MVP-9CPOY-5ASNBA2,1,0,1,0,61.097,0,0,0,1,0,1,0,0
LeBron James,40.0,LAL,70.0,70.0,34.9,18.1,0.513,4.7,7.8,8.2,1.6,24.4,10.0,MVP-6CPOY-7ASNBA2,1,0,1,0,52.6272,0,0,0,1,0,0,1,0
Karl-Anthony Towns,29.0,NYK,72.0,72.0,35.0,16.9,0.526,5.7,12.8,3.1,1.7,24.4,9.75,ASNBA3,1,0,1,0,57.0787,0,1,0,0,0,0,0,0
Victor Wembanyama,21.0,SAS,46.0,46.0,33.2,18.6,0.476,4.1,11.0,3.7,4.9,24.3,4.4,AS,0,1,0,0,15.1226,0,0,0,0,0,0,0,0
Franz Wagner,23.0,ORL,60.0,60.0,33.7,19.4,0.463,5.2,5.7,4.7,1.7,24.2,3.9,,0,1,0,0,44.8476,1,0,0,0,0,0,1,0
Trae Young,26.0,ATL,76.0,76.0,36.0,18.1,0.411,7.4,3.1,11.6,1.4,24.2,5.0,CPOY-4AS,0,1,0,0,47.4835,1,0,0,0,0,1,0,0
Donovan Mitchell,28.0,CLE,71.0,71.0,31.4,18.6,0.443,5.1,4.5,5.0,1.5,24.0,4.8,MVP-5CPOY-9ASNBA1,1,0,1,0,50.1056,0,1,0,0,0,0,0,1
Cam Thomas,23.0,BRK,25.0,23.0,31.2,18.2,0.438,6.0,3.3,3.8,0.7,24.0,5.6,,0,1,0,0,5.9932,1,0,0,0,0,0,0,1
Tyler Herro,25.0,MIA,77.0,77.0,35.4,17.9,0.472,4.2,5.2,5.5,1.1,23.9,5.7,AS,0,1,0,0,32.0,1,0,0,0,0,0,0,1
Joel Embiid,30.0,PHI,19.0,19.0,30.2,16.6,0.444,8.9,8.2,4.5,1.6,23.8,5.45,,0,1,0,0,60.8671,0,1,0,0,0,0,0,0
De'Aaron Fox,27.0,2TM,62.0,62.0,36.1,18.8,0.463,5.1,4.8,6.3,1.9,23.5,,,0,1,0,0,52.0401,0,1,0,0,0,1,0,0
Zach LaVine,29.0,2TM,74.0,74.0,35.2,16.5,0.511,3.9,4.3,4.2,1.0,23.3,,,0,1,0,0,48.2335,0,1,0,0,0,0,0,1
Ja Morant,25.0,MEM,50.0,50.0,30.4,17.8,0.454,6.4,4.1,7.3,1.4,23.2,3.5,,0,1,0,0,42.1665,1,0,0,0,0,1,0,0
James Harden,35.0,LAC,79.0,79.0,35.3,16.4,0.41,7.3,5.8,8.7,2.2,22.8,7.5,MVP-10ASNBA3,1,0,1,0,40.75,0,0,0,1,0,1,0,0
Jaylen Brown,28.0,BOS,63.0,63.0,34.3,17.7,0.463,5.1,5.8,4.5,1.5,22.2,6.7,AS,0,1,0,0,59.047,0,1,0,0,0,0,1,0
DeMar DeRozan,35.0,SAC,77.0,77.0,35.9,17.0,0.477,5.7,3.9,4.4,1.2,22.2,4.45,,0,1,0,0,25.155,0,0,0,1,0,0,1,0
Brandon Ingram,27.0,NOP,18.0,18.0,33.1,18.5,0.465,3.1,5.6,5.2,1.5,22.2,3.55,,0,1,0,0,40.0,0,1,0,0,0,0,1,0
Jaren Jackson Jr.,25.0,MEM,74.0,74.0,29.8,16.4,0.488,5.4,5.6,2.0,2.7,22.2,3.5,DPOY-7ASDEF2,0,1,0,0,48.0,1,0,0,0,0,0,0,0
Norman Powell,31.0,LAC,60.0,60.0,32.6,15.8,0.484,4.4,3.2,2.1,1.4,21.8,7.5,,0,1,0,0,20.4828,0,1,0,0,0,0,0,1
Jalen Williams,23.0,OKC,69.0,69.0,32.4,16.9,0.484,4.3,5.3,5.1,2.3,21.6,4.35,ASNBA3DEF2,1,0,1,0,38.5002,1,0,0,0,0,0,0,1
Kawhi Leonard,33.0,LAC,37.0,37.0,31.9,16.8,0.498,3.3,5.9,3.1,2.1,21.5,7.5,,0,1,0,0,50.15,0,0,1,0,0,0,1,0
Jamal Murray,27.0,DEN,67.0,67.0,36.1,16.7,0.474,3.7,3.9,6.0,1.9,21.4,4.6,,0,1,0,0,51.9614,0,1,0,0,0,1,0,0
Trey Murphy III,24.0,NOP,53.0,51.0,35.0,15.8,0.454,4.3,5.1,3.5,1.8,21.2,3.55,,0,1,0,0,28.0,1,0,0,0,0,0,1,0
RJ Barrett,24.0,TOR,58.0,58.0,32.2,16.9,0.468,5.4,6.3,5.4,1.1,21.1,5.4,,0,1,0,0,28.6607,1,0,0,0,0,0,1,0
CJ McCollum,33.0,NOP,56.0,56.0,32.7,17.9,0.444,3.1,3.8,4.1,1.2,21.1,3.55,,0,1,0,0,30.6667,0,0,1,0,0,1,0,0
Jalen Green,22.0,HOU,82.0,82.0,32.9,17.5,0.423,4.1,4.6,3.4,1.2,21.0,5.9,,0,1,0,0,35.2786,1,0,0,0,0,0,0,1
Brandon Miller,22.0,CHO,27.0,27.0,34.2,18.2,0.403,2.9,4.9,3.6,1.8,21.0,3.8,,0,1,0,0,13.5367,1,0,0,0,0,0,1,0
Darius Garland,25.0,CLE,75.0,75.0,30.7,15.7,0.472,3.4,2.9,6.7,1.3,20.6,4.8,CPOY-6AS,0,1,0,0,42.1665,1,0,0,0,0,1,0,0
Jordan Poole,25.0,WAS,68.0,68.0,29.4,15.5,0.432,4.0,3.0,4.5,1.7,20.5,4.7,,0,1,0,0,32.9464,1,0,0,0,0,0,0,1
Coby White,24.0,CHI,74.0,73.0,33.1,15.1,0.453,4.1,3.7,4.5,1.1,20.4,6.0,,0,1,0,0,12.8889,1,0,0,0,0,0,0,1
Miles Bridges,26.0,CHO,64.0,64.0,31.7,17.0,0.431,4.0,7.5,3.9,1.4,20.3,3.8,,0,1,0,0,23.913,1,0,0,0,1,0,0,0
Austin Reaves,26.0,LAL,73.0,73.0,34.9,14.2,0.46,5.0,4.5,5.8,1.4,20.2,10.0,,0,1,0,0,14.4182,1,0,0,0,0,0,0,1
Pascal Siakam,30.0,IND,78.0,78.0,32.7,15.2,0.519,3.9,6.9,3.4,1.4,20.2,4.2,AS,0,1,0,0,48.9246,0,1,0,0,1,0,0,0
Kristaps Porziņģis,29.0,BOS,42.0,42.0,28.8,13.7,0.483,4.7,6.8,2.1,2.2,19.5,6.7,,0,1,0,0,30.7317,0,1,0,0,0,0,0,0
Scottie Barnes,23.0,TOR,65.0,65.0,32.8,16.4,0.446,4.6,7.7,5.8,2.4,19.3,5.4,,0,1,0,0,44.8476,1,0,0,0,1,0,0,0
Anfernee Simons,25.0,POR,70.0,70.0,32.7,16.1,0.426,2.8,2.7,4.8,1.0,19.3,4.25,,0,1,0,0,27.6786,1,0,0,0,0,0,0,1
Desmond Bane,26.0,MEM,69.0,68.0,32.0,14.8,0.484,2.9,6.1,5.3,1.6,19.2,3.5,,0,1,0,0,40.8063,1,0,0,0,0,0,0,1
Domantas Sabonis,28.0,SAC,70.0,70.0,34.7,12.8,0.59,4.1,13.9,6.0,1.1,19.1,4.45,,0,1,0,0,45.472,0,1,0,0,0,0,0,0
Alperen Şengün,22.0,HOU,76.0,76.0,31.5,15.0,0.496,5.6,10.3,4.9,1.9,19.1,5.9,AS,0,1,0,0,37.0,1,0,0,0,0,0,0,0
John Collins,27.0,UTA,40.0,31.0,30.5,13.3,0.527,4.1,8.2,2.0,2.0,19.0,4.1,,0,1,0,0,26.58,0,1,0,0,1,0,0,0
Lauri Markkanen,27.0,UTA,47.0,47.0,31.4,14.9,0.423,3.9,5.9,1.5,1.1,19.0,4.1,,0,1,0,0,48.967,0,1,0,0,1,0,0,0
Jalen Johnson,23.0,ATL,36.0,36.0,35.7,15.1,0.5,3.5,10.0,5.0,2.6,18.9,5.0,,0,1,0,0,30.0,1,0,0,0,0,0,1,0
Cameron Johnson,28.0,BRK,57.0,57.0,31.6,13.1,0.475,3.9,4.3,3.4,1.3,18.8,5.6,,0,1,0,0,22.0598,0,1,0,0,1,0,0,0
Julius Randle,30.0,MIN,69.0,69.0,32.3,13.6,0.485,4.9,7.1,4.7,0.9,18.7,3.6,,0,1,0,0,33.3333,0,1,0,0,1,0,0,0
Tyrese Haliburton,24.0,IND,73.0,73.0,33.6,13.8,0.473,3.0,3.5,9.2,2.1,18.6,4.2,NBA3,1,0,1,0,50.6117,1,0,0,0,0,1,0,0
Evan Mobley,23.0,CLE,71.0,71.0,30.5,12.8,0.557,4.3,9.3,3.2,2.5,18.5,4.8,MVP-10DPOY-1ASNBA2DEF1,2,0,0,1,53.8172,1,0,0,0,1,0,0,0
Shaedon Sharpe,21.0,POR,72.0,52.0,31.3,15.3,0.452,3.4,4.5,2.8,1.1,18.5,4.25,,0,1,0,0,8.4,0,0,0,0,0,0,0,1
Nikola Vučević,34.0,CHI,73.0,72.0,31.2,14.2,0.53,2.0,10.1,3.5,1.5,18.5,6.0,,0,1,0,0,21.4815,0,0,1,0,0,0,0,0
Collin Sexton,26.0,UTA,63.0,61.0,27.9,13.8,0.48,4.0,2.7,4.2,0.8,18.4,4.1,,0,1,0,0,18.975,1,0,0,0,0,0,0,1
Michael Porter Jr.,26.0,DEN,77.0,77.0,33.7,13.6,0.504,2.5,7.0,2.1,1.1,18.2,4.6,,0,1,0,0,39.5696,1,0,0,0,0,0,1,0
Bam Adebayo,27.0,MIA,78.0,78.0,34.3,14.3,0.485,4.2,9.6,4.3,2.0,18.1,5.7,DPOY-10,0,1,0,0,49.6122,0,1,0,0,0,0,0,0
Andrew Wiggins,29.0,2TM,60.0,60.0,30.7,14.0,0.448,4.3,4.5,2.6,1.8,18.0,,,0,1,0,0,29.1964,0,1,0,0,0,0,1,0
OG Anunoby,27.0,NYK,74.0,74.0,36.6,13.9,0.476,3.1,4.8,2.2,2.4,18.0,9.75,,0,1,0,0,43.9655,0,1,0,0,1,0,0,0
Mikal Bridges,28.0,NYK,82.0,82.0,37.0,14.4,0.5,1.4,3.2,3.7,1.4,17.6,9.75,,0,1,0,0,34.98,0,1,0,0,0,0,1,0
Jaden Ivey,22.0,DET,30.0,30.0,29.9,13.8,0.46,3.9,4.1,4.0,1.3,17.6,3.65,,0,1,0,0,10.1072,1,0,0,0,0,0,0,1
Jimmy Butler,35.0,2TM,55.0,55.0,31.7,10.9,0.504,7.1,5.4,5.4,1.7,17.5,,,0,1,0,0,55.4796,0,0,0,1,0,0,1,0
Dejounte Murray,28.0,NOP,31.0,31.0,32.6,15.9,0.393,4.0,6.5,7.4,2.4,17.5,3.55,,0,1,0,0,31.4459,0,1,0,0,0,1,0,0
Malik Monk,26.0,SAC,65.0,45.0,31.6,14.4,0.439,2.7,3.8,5.6,1.5,17.2,4.45,,0,1,0,0,20.19,1,0,0,0,0,0,0,1
Immanuel Quickley,25.0,TOR,33.0,33.0,27.8,13.3,0.42,3.9,3.5,5.8,0.8,17.1,5.4,,0,1,0,0,32.5,1,0,0,0,0,1,0,0
De'Andre Hunter,27.0,2TM,64.0,9.0,27.2,11.9,0.47,4.0,4.0,1.4,1.0,17.0,,6MOY-4,0,1,0,0,24.1071,0,1,0,0,0,0,1,0
Bradley Beal,31.0,PHO,53.0,38.0,32.1,13.1,0.497,2.6,3.3,3.7,1.6,17.0,5.43,,0,1,0,0,32.321,0,1,0,0,0,0,0,1
Deni Avdija,24.0,POR,72.0,54.0,30.0,11.7,0.476,5.2,7.3,3.9,1.5,16.9,4.25,,0,1,0,0,13.125,1,0,0,0,0,0,1,0
Keyonte George,21.0,UTA,67.0,35.0,31.5,13.7,0.391,4.3,3.8,5.6,0.8,16.8,4.1,,0,1,0,0,5.4214,0,0,0,0,0,1,0,0
Ivica Zubac,27.0,LAC,80.0,80.0,32.8,11.8,0.628,3.0,12.6,2.7,1.8,16.8,7.5,DPOY-6DEF2,0,1,0,0,19.5502,0,1,0,0,0,0,0,0
Derrick White,30.0,BOS,76.0,76.0,33.9,12.6,0.442,2.1,4.5,4.8,2.0,16.4,6.7,DPOY-10,0,1,0,0,31.472,0,1,0,0,0,0,0,1
Malik Beasley,28.0,DET,82.0,18.0,27.8,13.1,0.43,1.7,2.6,1.7,1.0,16.3,3.65,6MOY-2,0,1,0,0,,0,1,0,0,0,0,0,1
Devin Vassell,24.0,SAS,64.0,53.0,31.0,13.9,0.443,1.9,4.0,2.9,1.8,16.3,4.4,,0,1,0,0,26.413,1,0,0,0,0,0,0,1
Jordan Clarkson,32.0,UTA,37.0,9.0,26.0,13.3,0.408,3.9,3.2,3.7,1.0,16.2,4.1,,0,1,0,0,16.582,0,0,1,0,0,0,0,1
Paul George,34.0,PHI,41.0,41.0,32.5,13.9,0.43,2.4,5.3,4.3,2.3,16.2,5.45,,0,1,0,0,54.1264,0,0,1,0,1,0,0,0
Jalen Suggs,23.0,ORL,35.0,35.0,28.6,13.7,0.41,3.1,4.0,3.7,2.4,16.2,3.9,,0,1,0,0,30.1,1,0,0,0,0,1,0,0
Bennedict Mathurin,22.0,IND,72.0,49.0,29.8,11.8,0.458,4.6,5.3,1.9,1.0,16.1,4.2,,0,1,0,0,9.1876,1,0,0,0,0,0,1,0
Myles Turner,28.0,IND,72.0,72.0,30.2,11.3,0.481,3.3,6.5,1.5,2.8,15.6,4.2,,0,1,0,0,27.2171,0,1,0,0,0,0,0,0
Christian Braun,23.0,DEN,79.0,77.0,33.9,10.4,0.58,2.7,5.2,2.6,1.6,15.4,4.6,,0,1,0,0,4.9218,1,0,0,0,0,0,0,1
Jonathan Kuminga,22.0,GSW,47.0,10.0,24.3,12.1,0.454,5.0,4.6,2.2,1.2,15.3,11.0,,0,1,0,0,23.4,1,0,0,0,1,0,0,0
Jared McCain,20.0,PHI,23.0,8.0,25.7,11.9,0.46,2.4,2.4,2.6,0.7,15.3,5.45,ROY-7,0,1,0,0,5.1427,0,0,0,0,0,0,0,1
Mark Williams,23.0,CHO,44.0,41.0,26.6,10.2,0.604,3.7,10.2,2.5,1.9,15.3,3.8,,0,1,0,0,6.2765,1,0,0,0,0,0,0,0
Kelly Oubre Jr.,29.0,PHI,60.0,57.0,34.6,12.4,0.47,3.1,6.1,1.8,2.0,15.1,5.45,,0,1,0,0,8.3822,0,1,0,0,0,0,1,0
Chet Holmgren,22.0,OKC,32.0,32.0,27.4,10.7,0.49,4.2,8.0,2.0,2.9,15.0,4.35,,0,1,0,0,39.9303,1,0,0,0,0,0,0,0
Kyle Kuzma,29.0,2TM,65.0,62.0,29.8,13.0,0.436,3.1,5.7,2.3,0.9,14.8,,,0,1,0,0,21.3779,0,1,0,0,1,0,0,0
Stephon Castle,20.0,SAS,81.0,47.0,26.7,12.2,0.428,4.2,3.7,4.1,1.2,14.7,4.4,ROY-1,1,0,1,0,10.7489,0,0,0,0,0,0,0,1
Aaron Gordon,29.0,DEN,51.0,42.0,28.4,9.7,0.531,3.5,4.8,3.2,0.8,14.7,4.6,,0,1,0,0,32.9734,0,1,0,0,1,0,0,0
P.J. Washington,26.0,DAL,57.0,56.0,32.2,11.7,0.453,3.5,7.8,2.3,2.2,14.7,5.1,,0,1,0,0,20.5829,1,0,0,0,1,0,0,0
Quentin Grimes,24.0,2TM,75.0,37.0,26.8,11.0,0.467,2.9,4.3,3.0,1.3,14.6,,,0,1,0,0,8.7412,1,0,0,0,0,0,0,1
Josh Giddey,22.0,CHI,70.0,69.0,30.2,11.4,0.465,3.2,8.1,7.2,1.8,14.6,6.0,,0,1,0,0,25.0,1,0,0,0,0,1,0,0
Jakob Poeltl,29.0,TOR,57.0,56.0,29.6,10.2,0.627,2.5,9.6,2.8,2.4,14.5,5.4,,0,1,0,0,24.6168,0,1,0,0,0,0,0,0
Deandre Ayton,26.0,POR,40.0,40.0,30.2,11.7,0.566,1.5,10.2,1.6,1.8,14.4,4.25,,0,1,0,0,25.8794,1,0,0,0,0,0,0,0
Gradey Dick,21.0,TOR,54.0,54.0,29.4,12.0,0.41,2.9,3.6,1.8,1.1,14.4,5.4,,0,1,0,0,6.061,0,0,0,0,0,0,0,1
Jerami Grant,30.0,POR,47.0,47.0,32.4,12.2,0.373,3.5,3.5,2.1,1.9,14.4,4.25,,0,1,0,0,34.2069,0,1,0,0,1,0,0,0
Payton Pritchard,27.0,BOS,80.0,3.0,28.4,10.8,0.472,1.1,3.8,3.5,1.1,14.3,6.7,6MOY-1,1,0,1,0,7.7679,0,1,0,0,0,1,0,0
Naz Reid,25.0,MIN,80.0,17.0,27.5,11.5,0.462,1.8,6.0,2.3,1.6,14.2,3.6,6MOY-5,0,1,0,0,25.0,1,0,0,0,0,0,0,0
Dyson Daniels,21.0,ATL,76.0,76.0,33.8,12.1,0.493,1.8,5.9,4.4,3.7,14.1,5.0,DPOY-2MIP-1DEF1,1,0,1,0,7.7077,0,0,0,0,0,0,0,1
Tre Mann,23.0,CHO,13.0,0.0,24.5,12.4,0.435,1.6,2.9,3.0,0.8,14.1,3.8,,0,1,0,0,8.0,1,0,0,0,0,1,0,0
Amen Thompson,22.0,HOU,69.0,42.0,32.2,10.1,0.557,3.6,8.2,3.8,2.7,14.1,5.9,DPOY-5DEF1,0,1,0,0,10.9746,1,0,0,0,0,0,1,0
Fred VanVleet,30.0,HOU,60.0,60.0,35.2,12.7,0.378,2.3,3.7,5.6,2.0,14.1,5.9,,0,1,0,0,25.0,0,1,0,0,0,1,0,0
Dillon Brooks,29.0,HOU,75.0,75.0,31.8,11.9,0.429,1.6,3.7,1.7,1.0,14.0,5.9,,0,1,0,0,20.5584,0,1,0,0,0,0,1,0
Tolu Smith,24.0,DET,1.0,0.0,22.0,9.0,0.667,3.0,8.0,0.0,0.0,14.0,3.65,,0,1,0,0,,1,0,0,0,1,0,0,0
Klay Thompson,34.0,DAL,72.0,72.0,27.3,12.2,0.412,1.0,3.4,2.0,1.1,14.0,5.1,,0,1,0,0,17.0635,0,0,1,0,0,0,1,0
Bobby Portis,29.0,MIL,49.0,7.0,25.4,12.1,0.466,1.5,8.4,2.1,1.2,13.9,4.3,,0,1,0,0,14.5214,0,1,0,0,1,0,0,0
Tobias Harris,32.0,DET,73.0,73.0,31.6,11.0,0.477,2.3,5.9,2.2,1.8,13.7,3.65,,0,1,0,0,26.6341,0,0,1,0,1,0,0,0
Josh Hart,29.0,NYK,77.0,77.0,37.6,10.0,0.525,2.7,9.6,5.9,1.9,13.6,9.75,,0,1,0,0,20.9238,0,1,0,0,0,0,0,1
Jarrett Allen,26.0,CLE,82.0,82.0,28.0,7.8,0.706,3.4,9.7,1.9,1.8,13.5,4.8,,0,1,0,0,27.68,1,0,0,0,0,0,0,0
Onyeka Okongwu,24.0,ATL,74.0,40.0,27.9,9.2,0.567,2.9,8.9,2.3,1.8,13.4,5.0,,0,1,0,0,16.0,1,0,0,0,0,0,0,0
Russell Westbrook,36.0,DEN,75.0,36.0,27.9,11.1,0.449,3.1,4.9,6.1,1.9,13.3,4.6,6MOY-7,0,1,0,0,,0,0,0,1,0,1,0,0
Naji Marshall,27.0,DAL,69.0,31.0,27.8,10.3,0.508,2.3,4.8,3.0,1.2,13.2,5.1,,0,1,0,0,9.2143,0,1,0,0,0,0,1,0
Dennis Schröder,31.0,3TM,75.0,49.0,28.1,11.0,0.406,2.9,2.6,5.4,1.1,13.1,,,0,1,0,0,14.8092,0,1,0,0,0,1,0,0
Rui Hachimura,26.0,LAL,59.0,57.0,31.7,9.8,0.509,1.9,5.0,1.4,1.2,13.1,10.0,,0,1,0,0,18.2593,1,0,0,0,1,0,0,0
Brook Lopez,36.0,MIL,80.0,80.0,31.8,9.7,0.509,1.7,5.0,1.8,2.5,13.0,4.3,,0,1,0,0,8.9688,0,0,0,1,0,0,0,0
Alex Sarr,19.0,WAS,67.0,67.0,27.1,12.4,0.394,2.5,6.5,2.4,2.2,13.0,4.7,ROY-4,0,1,0,0,13.2636,0,0,0,0,0,0,0,0
Moritz Wagner,27.0,ORL,30.0,1.0,18.8,8.3,0.562,3.7,4.9,1.4,1.2,12.9,3.9,,0,1,0,0,5.0,0,1,0,0,0,0,0,0
Malcolm Brogdon,32.0,WAS,24.0,13.0,23.5,10.0,0.433,3.8,3.8,4.1,0.7,12.7,4.7,,0,1,0,0,,0,0,1,0,0,1,0,0
Scoot Henderson,20.0,POR,66.0,10.0,26.7,10.4,0.419,3.1,3.0,5.1,1.2,12.7,4.25,,0,1,0,0,12.1668,0,0,0,0,0,1,0,0
Keldon Johnson,25.0,SAS,77.0,0.0,23.9,10.0,0.482,2.5,4.8,1.6,0.9,12.7,4.4,,0,1,0,0,17.5,1,0,0,0,0,0,1,0
D'Angelo Russell,28.0,2TM,58.0,36.0,25.5,11.0,0.39,2.5,2.8,5.1,1.4,12.6,,,0,1,0,0,5.8271,0,1,0,0,0,1,0,0
Zaccharie Risacher,19.0,ATL,75.0,73.0,24.6,10.4,0.458,2.0,3.6,1.2,1.2,12.6,5.0,ROY-2,0,1,0,0,14.8195,0,0,0,0,0,0,1,0
Santi Aldama,24.0,MEM,65.0,16.0,25.5,10.0,0.483,1.4,6.4,2.9,1.2,12.5,3.5,,0,1,0,0,17.5,1,0,0,0,1,0,0,0
